Tree,2002Rating,2002DBH,2003Rating,2003DBH ,2004Rating,2004DBH,2005Rating,2005DBH,2007Rating,2007DBH,2008Rating,2008DBH,2009Rating,2009DBH,2010Rating,2010DBH,2011Rating,2011DBH,2013Rating,2013DBH,2014Rating,2014DBH
692,5,18.8,2,19.3,3,19.5,3,19.9,3,19.7,2,2.6,2,3.1,2,4.4,3,5.1,2,1.8,2,2.5
693,5,6.9,5,7.4,,,0,-1.0,1,-1.0,1,-1.0,1,0.3,3,1.7,2,0.9,2,-1,1,-1
694,5,7.4,2,7.7,2,7.5,2,7.7,3,8.0,4,8.1,3,8.2,3,8.3,3,8.4,2,1.9,3,7.3
695,2,22.6,2,24.1,3,24.5,4,25.3,3,29.5,3,28.2,3,28.8,3,28.8,3,28.7,3,28.6,3,28.6
696,5,11.2,5,11.4,5,12.5,3,11.8,3,12.7,3,13.1,3,13.3,3,14,3,12.9,2,3,2,2.8
703,2,10.4,3,11.7,4,10.9,3,11.0,3,11.5,3,11.5,3,11.5,3,2.8,3,3.5,2,2,2,2.1
704,5,5.1,5,5.2,2,5.4,3,5.5,4,5.9,3,6.5,3,7.0,3,6.8,3,3.2,2,1.8,2,2.8
705,5,6.4,5,6.8,5,7.0,5,7.1,2,7.5,2,1.4,2,2.0,2,2.6,2,3.2,2,3.6,2,4
706,5,11.7,2,12.2,2,12.3,3,12.1,3,12.4,3,13.5,3,12.1,3,12.3,3,2.5,2,0.6,2,1.8
707,5,9.1,5,9.6,5,9.9,3,10.0,3,10.2,3,10.2,2,1.5,2,1.6,3,0.4,2,0.1,1,0.5
942,5,10.7,5,11.3,2,11.6,2,1.7,2,1.5,2,1.5,2,2.2,2,3,3,3.3,2,1.5,3,2
943,5,8.1,5,8.6,2,8.3,3,9.1,3,9.8,3,9.9,3,9.8,2,1.4,3,9.2,2,0.5,2,0.5
944,2,7.6,3,7.9,2,1.8,2,2.4,2,1.0,2,1.1,2,1.2,2,0.8,2,0.5,1,-1,1,-1
945,2,14.2,3,14.3,1,-1.0,2,12.8,4,2.5,3,3.0,2,3.3,2,1.6,3,3.5,1,1.1,1,1.3
946,5,7.6,5,8.3,2,9.1,2,-1.0,2,1.0,2,1.2,2,1.6,2,0.5,2,1.1,3,0.6,2,0.8
947,4,9.9,2,10.5,2,-1.0,2,-1.0,2,0.4,2,0.4,2,0.8,2,1.1,2,1.6,2,-1,1,-1
948,2,6.4,2,7.0,2,7.4,3,7.5,2,1.1,2,1.6,2,0.3,2,0.9,2,1.6,3,0.4,1,-1
949,3,8.6,3,8.7,2,8.8,2,0.4,2,2.2,3,2.3,2,1.5,2,1.9,2,2.4,2,3.3,2,3.3
950,5,6.9,5,7.5,2,7.9,3,8.2,3,10.1,3,10.9,3,9.3,3,10.3,2,4.1,2,2.2,2,3.1
4009,5,4.3,5,4.7,5,4.9,5,5.1,2,1.6,2,2.1,2,2.7,2,3.1,2,3.4,1,2.6,1,2.5
4010,5,4.3,2,4.5,3,5.0,3,4.8,3,5.6,4,5.8,3,5.8,3,4,3,4.5,2,0.8,2,0.7
4011,5,4.8,2,5.1,1,-1.0,1,-1.0,2,-1.0,3,0.5,3,0.7,2,0.4,3,0.8,2,0.97,2,0.2
4012,5,4.8,5,5.1,4,5.5,3,5.5,3,7.8,1,3.0,3,3.0,3,4.2,3,5.2,2,1.3,2,1.4
4013,5,9.9,2,10.2,2,10.3,3,10.5,3,2.5,3,12.2,3,2.8,3,1.3,2,1.9,2,2,2,1.5
4104,5,5.3,5,5.8,2,6.1,3,6.2,2,0.9,2,1.1,2,1.4,2,1.8,2,2.2,2,1,1,1.1
4105,5,4.1,5,4.3,5,4.5,5,4.7,3,5.9,3,6.0,2,0.2,2,0.3,2,0.6,2,0.6,2,0.8
4106,5,3.6,5,3.9,5,4.1,4,4.3,3,4.5,3,4.2,2,2.3,2,2.4,3,2.6,2,2.8,2,2.7
4107,5,3.8,5,4.2,5,4.4,4,4.5,2,4.8,1,1.7,2,1.6,2,1.7,3,2.1,2,1.5,2,1.9
4108,5,3.6,5,3.9,5,4.1,4,4.4,3,6.0,3,6.5,3,7.0,3,2.3,3,7.6,3,2.7,2,3
4109,5,4.6,5,4.8,5,5.2,2,5.8,2,1.1,2,1.2,2,0.2,2,0.8,2,1.1,2,2,2,0.5
4110,5,3.0,5,3.3,2,3.7,4,4.7,3,8.5,3,5.2,3,5.2,3,7.3,3,5.4,2,1.5,2,0.5
4111,5,2.5,5,3.0,,,5,3.8,1,5.6,2,5.2,2,0.2,2,0.4,2,1.1,2,0.2,2,-1
4112,5,3.2,2,3.4,2,3.7,2,4.0,3,5.8,3,5.0,3,5.0,3,1.8,3,4.8,2,2.8,1,0.1
4113,5,2.8,5,3.2,,,5,3.8,1,5.7,1,6.8,2,6.9,2,7.1,2,7.3,2,1.6,2,1.7
4114,5,2.8,5,3.4,,,4,4.1,3,5.1,2,5.4,3,5.8,3,6.4,3,6.8,2,2.3,2,1
4115,5,3.3,5,3.7,,,5,4.4,2,6.3,2,6.4,2,6.5,2,1.8,2,1.9,2,0.3,2,0.9
4116,2,4.1,2,1.2,,,1,-1.0,2,-1.0,2,0.2,2,,2,-1.0,2,0.2,1,0.5,1,0.5
4117,5,4.1,5,4.4,,,5,5.1,2,6.0,3,6.1,3,6.1,2,3.5,3,3.2,1,1,3,0.5
4118,5,2.8,5,3.2,,,5,3.3,2,-1.0,1,-1.0,1,,2,-1.0,2,0.2,1,0.2,1,-1
4119,5,2.5,5,2.8,5,3.3,5,3.4,1,5.0,2,5.7,2,5.9,2,6.2,3,7.2,1,1,2,1.6
4120,5,1.0,5,2.6,,,3,2.7,2,-1.0,1,0.9,3,1.1,3,1.8,2,2.1,0,,,
4121,5,6.9,5,7.2,2,7.5,2,7.5,3,8.1,2,8.1,3,8.3,3,8.4,2,5.8,3,0.9,2,0.9
4122,5,1.2,5,3.2,,,5,3.9,4,4.7,4,5.1,4,5.2,3,5.6,3,6,3,6.1,3,6.2
5009,5,2.3,5,2.4,1,2.5,5,2.7,1,3.6,1,4.0,1,,2,0.7,2,1.1,2,0.8,2,0.8
5010,5,0.6,5,0.4,5,0.5,5,0.6,1,0.9,1,1.1,1,1.5,2,2.1,2,2.2,1,-1,2,-1
5011,5,0.4,5,0.3,5,0.7,5,0.6,2,0.5,2,-1.0,2,,2,-1.0,,,0,,,
5012,5,1.7,5,1.9,5,2.1,2,2.2,2,2.0,1,2.1,2,2.4,2,0.6,3,0.4,1,1.5,1,1.9
5013,5,1.1,5,1.4,5,1.8,5,2.0,3,4.0,1,4.3,2,1.3,3,3.1,2,4.3,2,0.2,2,0.2
5014,5,0.4,5,0.5,5,0.5,5,0.5,2,0.7,2,0.7,2,1.5,2,1.9,3,2.2,1,0.8,1,1
5015,5,2.1,5,2.4,,,2,-1.0,2,-1.0,3,0.9,2,1.0,2,-1.0,2,-1.0,,,0,
5016,5,1.8,5,2.0,,,5,2.3,2,3.9,2,3.1,3,3.1,2,0.3,2,0.3,,,1,48
5017,5,1.5,5,1.6,,,5,1.5,1,1.8,2,1.9,2,2.1,2,2.4,2,3.1,2,0.2,2,0.2
5018,5,0.9,5,1.0,,,5,-1.0,2,-1.0,1,0.2,1,0.3,2,-1.0,1,-1.0,5,0.2,2,0.7
5019,5,0.7,5,0.8,,,5,1.0,2,-1.0,1,-1.0,1,0.3,1,0.3,2,0.7,2,-1,3,-1
5020,5,2.1,5,2.3,,,5,2.8,1,4.0,1,4.8,2,5.0,2,0.7,3,0.8,2,0.2,2,0.2
5021,5,0.7,5,0.2,5,0.7,4,0.6,4,2.8,3,1.5,2,0.9,2,0.7,2,0.8,2,-1,1,-1
5023,5,0.5,5,0.5,5,2.0,5,2.2,2,2.5,3,0.3,2,0.2,2,0.6,2,1.3,2,0.9,2,0.9
5024,5,2.0,5,2.1,5,1.7,5,1.9,3,2.5,3,2.8,2,2.6,3,1.6,2,1,2,0.8,2,0.2
5025,5,1.6,5,1.6,,,2,2.0,2,3.0,3,2.9,3,2.8,2,0.7,1,1.1,2,1.6,2,1.5
5100.5,5,1.5,5,1.6,,,5,2.0,2,1.0,1,1.2,1,1.5,2,0.6,2,1.3,2,1.2,2,-1
5102,,,5,0.2,5,0.5,5,0.4,2,1.2,1,1.3,2,1.0,2,1.3,3,2,2,-1,2,-1
5103,,,5,0.2,,,5,0.2,1,1.2,1,1.3,1,1.5,1,1.9,1,2.1,2,2.5,2,2.5
5104,,,5,0.4,,,5,1.0,1,2.1,2,2.1,2,2.0,2,0.4,2,0.8,1,0.2,0,
5105,,,5,0.2,,,2,0.2,2,-1.0,1,0.9,2,1.0,2,-1.0,2,,5,-1,5,-1
5106,,,5,0.4,,,5,0.3,2,1.9,2,1.7,2,1.3,2,0.9,2,1.1,1,0.5,2,0.6
5107,,,5,0.4,,,5,0.2,1,1.3,2,1.3,1,0.5,2,0.6,2,0.9,2,1.4,2,-1
5023a,,,,,5,0.6,5,0.5,,,1,2.9,3,3.1,3,3.5,3,3.7,2,-1,3,3.7
93,3,34.5,3,36.0,3,38.0,3,37.9,3,40.6,3,39.9,3,42.3,3,43.2,3,44.1,3,45,3,44
95,3,27.4,2,27.1,2,27.2,3,27.4,3,27.5,3,27.7,3,27.7,3,28.7,3,27.6,2,6,2,27.8
96,3,69.3,3,70.5,2,71.8,3,71.2,3,71.9,3,71.9,3,72.0,3,73.8,3,73.5,3,74.2,3,74.4
131,2,38.1,2,39.8,2,39.8,2,37.7,3,42.5,3,42.4,3,42.7,3,43.1,3,43.2,3,44.3,3,44
132,3,68.6,3,70.5,2,70.5,2,75.0,3,72.0,3,76.1,3,73.3,3,72.9,3,72.9,3,74.6,3,1.1
236,3,28.4,3,29.0,2,29.0,2,1.0,2,1.8,3,1.0,3,2.7,3,3.4,2,3.5,2,2.4,2,1
238,3,33.3,3,33.7,2,34.3,2,34.5,2,0.8,2,2.2,2,1.4,3,1.5,2,1.6,2,1.4,2,0.2
239,3,29.2,3,30.5,2,31.5,3,31.3,2,0.3,1,-1.0,1,,3,-1.0,1,-1,1,47.5,1,0.2
240,3,28.4,3,29.5,2,30.0,2,29.4,3,11.0,3,17.0,3,17.2,3,17.4,3,17.7,2,18.3,2,18.7
241,3,36.3,3,37.0,2,38.3,3,38.8,3,40.1,3,40.1,3,41.0,3,41.2,3,41.5,,43,4,43.2
441,3,13.2,2,1.0,2,1.5,3,1.6,2,1.9,3,2.0,3,0.5,3,0.9,3,1.2,2,0.5,2,0.5
445,3,12.7,2,0.4,2,13.5,2,-1.0,2,0.8,3,1.0,2,1.3,2,,2,-1,2,70,0,
446,3,15.2,2,15.3,2,15.7,2,-1.0,2,0.9,3,0.7,2,1.2,3,1.8,2,2.2,2,-1,2,0.2
450,,,,,2,35.7,2,0.2,2,0.7,2,1.2,2,,3,0.6,1,-1,1,-1,1,27
451,2,44.7,2,45.8,2,29.5,2,45.4,3,44.8,3,44.1,3,30.4,3,30.7,3,30.9,3,31.5,3,30.8
452,,,,,2,29.0,2,0.8,2,1.0,2,0.9,2,0.9,3,1.1,2,1.1,1,1.1,1,1.2
453,3,38.9,3,36.8,2,36.0,2,36.7,3,37.9,3,36.8,3,37.0,3,37,3,5.5,2,7.6,3,8.6
3005,2,8.9,2,9.0,2,9.0,2,0.5,,,,,,,1,1.1,,,1,0.9,1,-1
3007,2,13.5,2,13.5,2,13.4,2,13.3,2,0.9,2,1.0,2,0.8,3,1.8,2,0.8,2,,2,-1
3012,3,6.1,2,6.2,2,6.2,3,6.4,2,1.3,3,1.4,3,1.5,3,0.7,2,1,2,1.4,2,-1
3013,3,6.6,3,7.1,2,7.8,3,7.7,3,8.2,3,8.1,3,8.1,3,8.8,2,1.4,2,0.2,2,0.5
3014,3,28.4,3,29.8,2,30.7,2,31.0,3,32.2,3,32.4,3,32.6,3,32.7,2,32.9,2,1.5,2,1.7
3015,2,29.7,2,30.4,2,29.5,2,0.8,2,1.9,3,2.0,3,2.0,3,1.6,3,0.8,0,,0,
4124,5,2.5,2,3.0,,,,,2,1.0,1,1.2,2,2.2,3,2.9,,,,2.2,,
4125,2,14.7,2,15.2,2,15.5,2,15.2,2,1.9,2,1.8,2,1.7,2,1.3,3,2,,-1,2,0.1
4126,5,3.0,5,3.2,5,3.7,5,3.8,3,4.7,4,4.8,3,4.8,3,1.7,3,1.8,,,2,0.5
90,3,63.0,2,64.6,2,64.0,3,63.5,2,2.0,2,0.8,3,1.0,3,0.8,3,0.9,1,0.1,2,0.2
1659,5,8.9,2,9.3,2,5.2,3,9.3,3,9.5,3,9.4,3,9.5,3,9.6,3,9.7,2,0.2,2,0.3
1660,,,,,5,9.4,1,,2,1.0,0,,0,,0,,0,,0,,,
1663,5,13.2,5,14.0,4,14.8,3,15.5,3,18.8,3,19.8,3,20.6,3,22.7,3,23.1,3,25.1,3,25
1664,5,7.1,5,7.0,4,7.5,2,7.6,3,8.7,3,8.9,3,10.4,3,10.5,3,11.1,2,11.8,2,11.4
1665,5,3.6,5,4.0,5,4.3,2,4.8,3,5.8,3,6.1,3,6.8,3,1.1,2,0.4,1,0.5,2,0.6
1666,2,9.4,2,9.7,5,10.0,4,10.3,3,12.0,3,12.9,3,12.8,3,13.3,3,4.9,1,0.2,2,0.9
1667,5,6.4,5,6.2,5,6.2,5,-1.0,1,0.4,1,0.7,3,1.0,3,1.1,2,1.3,0,,,
1668,2,56.4,5,57.2,3,67.7,3,57.7,3,58.1,3,58.4,3,57.2,3,60.3,3,3.2,2,1,2,0.5
1669,5,4.8,5,5.2,5,5.6,2,5.9,2,1.3,3,1.9,3,1.5,3,3.2,3,4.6,2,6,2,5.9
1670,5,11.2,5,11.8,3,12.4,3,12.5,3,14.5,3,14.5,3,14.8,3,15.3,3,16,3,4.7,3,4.5
1671,5,7.1,5,7.7,5,8.0,4,8.7,3,11.9,3,12.5,3,13.0,3,14.5,3,13.9,1,2.5,2,3.2
1672,2,35.1,2,35.8,3,36.1,3,36.6,3,37.8,3,38.2,3,38.3,3,38.6,3,38.4,3,38.5,3,38.3
1673,2,13.0,2,13.2,2,13.4,2,13.2,3,13.6,3,13.0,3,1.2,3,2.5,3,3.7,2,0.7,2,0.7
1675,5,32.5,2,33.3,2,8.5,2,34.0,3,34.6,3,35.0,3,35.1,3,36.5,3,35.5,3,36.2,3,36.3
1676,5,3.6,5,3.6,5,4.2,4,4.3,2,1.4,1,1.9,1,2.6,3,4.2,2,1.2,0,,,
1677,5,8.6,5,9.0,5,9.3,2,9.6,3,11.0,3,10.8,3,0.8,3,1.1,2,1.1,0,,,
1703,5,19.3,5,20.3,2,20.8,3,20.8,3,21.2,3,21.6,3,21.3,3,0.4,2,0.2,3,21.2,3,21
1704,2,59.2,5,60.7,3,62.0,3,61.6,3,62.5,3,62.8,3,62.8,3,63.2,3,62.8,3,63.5,3,62.9
1709,5,15.4,5,15.9,5,16.0,2,16.7,3,17.1,3,17.2,3,17.9,3,18.1,3,17.7,2,17.8,2,17.5
1710,5,4.3,5,4.4,1,1.5,2,2.4,2,0.5,3,0.5,3,0.8,3,0.3,3,0.7,2,0.3,1,1.1
1715,5,17.0,5,17.4,2,17.9,3,18.4,3,19.0,3,19.0,3,19.0,3,3,3,3.3,2,5.1,2,6
1733,5,8.1,5,8.3,5,8.5,4,8.5,3,10.0,3,10.8,3,11.8,3,12.7,3,13.5,2,13.9,2,14.5
4020,5,2.7,5,2.7,5,3.0,4,3.2,3,4.3,3,4.8,3,5.1,3,1.8,3,2.7,2,1,2,2.8
4102,5,2.5,5,2.5,1,0.7,2,1.1,1,1.6,2,1.7,3,1.5,3,2.2,2,1.8,2,0.2,2,0.6
4103,5,11.9,5,12.3,5,13.3,4,14.5,3,21.0,3,21.5,3,22.0,3,1.3,3,2.7,2,4.5,2,
5003,5,0.6,5,0.6,5,1.0,5,0.9,1,1.6,1,1.9,2,2.6,2,3.4,2,4,2,3.8,0,
5004,5,0.3,5,0.4,5,0.5,5,0.8,1,1.5,1,1.8,2,2.0,2,2.7,2,,0,,,
5005,5,0.4,5,0.4,,,5,1.0,1,2.1,1,2.0,2,2.1,2,,2,,2,1.5,2,1.8
5006,5,2.1,5,2.2,5,2.4,5,2.6,2,3.4,3,3.5,3,3.9,3,0.2,2,0.2,2,-1,2,0.7
5007,5,0.3,5,0.3,5,0.7,5,0.8,1,2.5,3,3.0,3,3.5,3,4.6,3,0.2,0,,0,
5008,5,1.0,5,1.1,5,1.5,5,1.6,1,3.3,1,4.1,2,4.5,2,1.3,3,2.2,2,4.4,2,3.5
5101,,,5,1.5,5,1.5,5,2.0,1,5.1,3,2.6,3,2.8,3,2.9,2,2.5,0,,1,-1
172,2,11.2,1,0.3,1,0.3,2,0.2,2,0.2,0,,0,,,,,,1,1,,
226,2,11.4,2,0.2,1,0.3,2,0.5,1,1.2,1,1.4,2,0.2,1,2.1,1,2.6,5,2,5,3.2
230,3,16.5,3,17.0,3,17.5,4,18.0,3,21.6,3,20.9,3,21.9,4,23,3,24.2,1,0.6,2,1
373,3,13.0,2,12.7,1,0.7,2,0.7,2,0.4,1,-1.0,1,,1,-1.0,0,,,,,
374,3,10.2,2,10.3,2,10.5,2,10.3,3,3.7,3,4.4,3,4.8,2,2.9,3,4.8,2,4.5,2,4.6
378,3,13.7,2,1.0,1,1.6,2,1.9,2,2.5,3,2.5,3,2.4,1,0.9,2,0.6,1,0.7,2,0.2
379,3,10.4,3,10.0,3,16.0,3,14.3,3,15.0,3,18.5,3,18.9,3,20,3,21.2,3,22.5,3,21.4
381,3,19.3,3,19.7,1,0.3,2,1.0,3,2.7,2,2.7,3,3.2,3,1,2,1.5,0,,0,
383,3,11.2,3,11.4,3,11.3,3,11.7,3,13.0,3,13.5,3,13.9,3,15.1,3,16.7,3,17.3,3,18
384,3,12.4,3,13.0,2,13.5,2,14.0,3,15.0,3,14.7,3,15.0,3,16.1,3,16.5,3,18.6,3,19
392,,,,,,,2,0.2,,,1,-1.0,1,,1,-1.0,2,0.2,1,-1,,
397,3,37.6,3,39.0,2,41.3,3,39.7,3,39.8,3,39.9,3,40.0,3,40.1,2,42.1,1,1.7,2,1.9
400,2,9.4,2,0.9,1,0.3,2,0.2,2,0.6,2,0.9,1,1.1,1,0.9,1,1,,,1,-1
404,2,12.4,2,12.8,2,14.5,2,14.4,3,2.0,2,2.0,2,2.8,3,3.6,3,3.9,2,1,2,1.4
521,3,3.6,2,1.2,2,2.1,2,2.4,3,4.2,3,4.5,3,4.7,3,4.7,3,4,2,1,2,1.2
595,,,,,2,27.3,,,,,,,,,,,,,,,,
1536,2,22.4,2,22.5,2,23.3,3,23.0,3,24.9,3,25.6,3,25.7,3,26.9,3,27.8,3,29,3,29.8
1537,5,11.9,2,12.7,2,13.4,3,14.2,3,18.8,3,19.7,3,19.9,3,20.1,2,19.3,3,21.3,3,21.7
1542,5,9.7,2,10.0,3,10.2,2,10.4,1,-1.0,1,-1.0,1,0.3,1,0.3,2,0.2,2,,0,
1543,2,10.2,2,10.5,2,10.4,2,1.2,2,2.5,3,2.9,3,4.9,3,0.2,2,0.2,1,0.2,2,0.1
1545,2,10.9,2,12.4,2,12.5,2,12.2,2,0.9,2,1.4,2,1.3,2,1.5,2,1.6,2,1.4,2,1
1546,2,7.1,2,7.4,2,7.6,2,7.9,3,3.9,3,4.7,3,5.3,3,7,3,7.8,2,0.2,3,8
1562,3,23.1,2,23.1,2,23.2,2,24.5,3,24.0,3,25.4,3,24.5,3,26,3,26.1,2,2.8,2,2.1
1572,5,3.3,5,3.4,2,1.5,2,1.5,2,3.5,2,4.1,3,4.7,3,5.3,3,5.5,3,0.9,2,0.9
1575,5,11.9,2,13.2,2,24.6,2,13.4,2,2.2,2,2.5,3,2.7,3,2.3,3,2.3,2,0.8,2,0.7
1576,5,5.1,2,5.2,2,5.0,2,6.0,2,1.0,3,1.1,3,0.2,3,0.8,3,1,2,,2,-1
1577,5,6.9,5,7.3,2,7.5,2,7.7,2,3.1,2,3.6,2,1.0,2,0.8,2,-1,1,0.2,1,0.2
1579,3,7.4,2,7.5,3,7.9,2,2.8,3,4.0,2,4.0,1,0.6,2,1,2,1.3,1,0.7,2,1
1582,2,6.9,2,0.2,1,0.3,2,-1.0,2,1.9,1,0.9,1,-1.0,1,-1.0,1,-1.0,0,,0,
1583,2,16.3,2,16.6,3,17.0,2,17.1,3,18.4,3,18.9,3,19.7,3,21.5,3,22.3,3,23.6,3,24.4
1595,2,24.9,3,25.9,2,26.9,3,26.7,3,2.6,3,28.2,3,28.9,3,30.4,3,31.7,3,32.9,3,33
3038,5,5.6,5,5.7,2,5.9,3,6.1,3,4.2,3,4.9,3,5.5,3,6.1,3,6.6,2,6.8,3,7.5
4021,5,12.4,5,12.7,2,12.9,3,13.1,3,13.8,3,14.9,3,13.9,3,14,3,14.7,3,15,3,15.3
